,OrderID,Time Submission,Direction_x,Price Submission,Size Submission,Time Execution Visible,lifetime,Size Execution Visible,Ask Price 1 Submission,Bid Price 1 Submission,Ask Price 1 Execution Visible,Bid Price 1 Execution Visible,Effective Spread Start,Effective Spread End,Volatility,Number of Orders Submitted
25,11349573,30:00.2,-1,2240000,100,30:00.4,0.227590289,100,2239500,2238100,2240000,2237500,1400,2500,,0
26,11830089,30:00.2,-1,2240000,50,30:00.4,0.227590289,50,2239500,2238100,2240000,2237500,1400,2500,,0
27,12490851,30:00.2,-1,2240000,500,30:00.4,0.227590289,183,2239500,2238100,2240000,2237500,1400,2500,,0
28,12490851,30:00.2,-1,2240000,500,30:00.4,0.230201172,100,2239500,2238100,2240000,2237500,1400,2500,,0
29,12490851,30:00.2,-1,2240000,500,30:00.5,0.34881707,200,2239500,2238100,2240000,2237500,1400,2500,,0
30,12490851,30:00.2,-1,2240000,500,30:00.6,0.378329192,17,2239500,2238100,2240000,2237500,1400,2500,,0
31,11561639,30:00.2,-1,2242400,20,30:15.8,15.58861059,20,2239500,2238100,2242500,2240900,1400,1600,,0
32,16202496,30:00.4,-1,2239600,286,30:00.4,0.015131814,286,2239500,2237500,2239900,2237500,2000,2400,300,27
33,16207239,30:00.4,-1,2239900,100,30:00.4,0.007124345,90,2239900,2237500,2239900,2237500,2400,2400,924.6621004,29
34,16207239,30:00.4,-1,2239900,100,30:00.4,0.008601014,10,2239900,2237500,2239900,2237500,2400,2400,924.6621004,29
35,16208720,30:00.4,-1,2239900,50,30:00.4,0.001082276,50,2239900,2237500,2240000,2237500,2400,2500,956.242647,30
36,16240373,30:00.6,-1,2240000,100,30:00.6,0.002168462,100,2240000,2237500,2242400,2237500,2500,4900,530.6751941,37
37,16240856,30:00.6,-1,2240000,100,30:00.6,0.003313814,100,2240000,2237500,2242400,2237500,2500,4900,523.5707188,39
38,16241642,30:00.6,-1,2240000,100,30:01.4,0.820942008,100,2240000,2237500,2242400,2238400,2500,4000,516.7401747,40
39,16252480,30:00.6,-1,2239500,100,30:00.8,0.140172157,100,2239500,2237500,2240000,2237500,2000,2500,516.7401747,41
40,16275687,30:00.8,-1,2239500,75,30:00.9,0.119584953,15,2239500,2237500,2239500,2238400,2000,1100,512.61855,43
41,16275687,30:00.8,-1,2239500,75,30:01.4,0.599523563,60,2239500,2237500,2240000,2238400,2000,1600,512.61855,43
42,16289323,30:00.9,1,2238400,100,30:00.9,0.001128027,100,2239500,2238400,2239500,2237500,1100,2000,512.61855,44
43,16352638,30:01.3,-1,2238600,100,30:01.3,0.000459586,100,2238600,2238400,2239500,2238400,200,1100,551.1571811,46
44,16451737,30:02.3,1,2238900,100,30:07.2,4.953601795,13,2242400,2238900,2240200,2238900,3500,1300,563.9792335,56
45,16681306,30:04.7,-1,2241000,1100,30:12.0,7.315661345,100,2241000,2238900,2241000,2239200,2100,1800,563.9792335,75
46,16681306,30:04.7,-1,2241000,1100,30:12.0,7.317859001,100,2241000,2238900,2241000,2239200,2100,1800,563.9792335,75
47,16728917,30:05.2,-1,2240700,100,30:11.9,6.7810138,100,2240700,2238900,2240700,2239200,1800,1500,563.9792335,82
48,16799433,30:05.9,-1,2240200,100,30:07.3,1.400058033,71,2240200,2238900,2240200,2239100,1300,1100,563.9792335,86
49,16799433,30:05.9,-1,2240200,100,30:07.4,1.440146172,29,2240200,2238900,2240200,2239100,1300,1100,563.9792335,86
50,16811014,30:06.2,-1,2240200,100,30:07.4,1.208054735,71,2240200,2238900,2240200,2239100,1300,1100,563.9792335,87
51,17030256,30:10.9,-1,2240400,29,30:11.0,0.056559676,29,2240400,2239200,2240700,2239200,1200,1500,564.8992044,130
52,17063006,30:11.6,-1,2240700,400,30:11.9,0.324503689,300,2240700,2239200,2240700,2239200,1500,1500,566.3074773,131
53,17063006,30:11.6,-1,2240700,400,30:12.0,0.348428735,100,2240700,2239200,2241000,2239200,1500,1800,566.3074773,131
54,17084297,30:12.2,1,2239300,100,30:12.2,0.003629559,100,2241000,2239300,2242400,2239200,1700,3200,622.0478143,132
55,17094576,30:12.4,1,2241300,100,30:12.4,0.000324888,100,2242400,2241300,2242400,2240900,1100,1500,621.207428,135
56,17209080,30:16.2,-1,2242900,500,30:19.1,2.939145236,10,2242500,2240900,2242900,2240900,1600,2000,722.8202652,159
57,17209080,30:16.2,-1,2242900,500,30:19.4,3.188082621,200,2242500,2240900,2242900,2240900,1600,2000,722.8202652,159
58,17209080,30:16.2,-1,2242900,500,30:19.5,3.32828343,200,2242500,2240900,2242900,2240900,1600,2000,722.8202652,159
59,17365824,30:20.5,-1,2243000,1,30:23.3,2.74652951,1,2243000,2240900,2244500,2240900,2100,3600,964.6379195,163
60,17794177,30:32.6,1,2242900,100,30:32.6,0.00012831,100,2244500,2242900,2244500,2241500,1600,3000,1028.096668,181
61,17835914,30:33.8,1,2242400,100,30:33.9,0.150745705,100,2244500,2242400,2244500,2242400,2100,2100,1079.385591,193
62,17836088,30:33.8,1,2242400,100,30:33.9,0.14587702,71,2244500,2242400,2244500,2242400,2100,2100,1079.385591,194
63,17836088,30:33.8,1,2242400,100,30:33.9,0.146001408,29,2244500,2242400,2244500,2241100,2100,3400,1079.385591,194
64,17967562,30:37.6,1,2242500,67,30:40.0,2.387413089,67,2244200,2242500,2244200,2242500,1700,1700,1154.230332,200
65,18040154,30:40.0,1,2242500,100,30:40.0,0.011823273,100,2244200,2242500,2244200,2241500,1700,2700,1154.230332,201
66,18040889,30:40.0,1,2242500,100,30:40.0,0.003401458,100,2244200,2242500,2244200,2241000,1700,3200,1198.627959,203
67,18041087,30:40.0,1,2242500,100,30:41.7,1.672885495,100,2244200,2242500,2244200,2242500,1700,1700,1217.870875,204
68,18041637,30:40.0,1,2241800,100,30:44.4,4.40434224,100,2244200,2242500,2244200,2240000,1700,4200,1217.870875,205
69,18049859,30:40.3,1,2242500,77,30:42.0,1.671420159,77,2244200,2242500,2244200,2242500,1700,1700,1217.870875,206
70,18073344,30:41.3,1,2238600,100,31:13.6,32.29887098,99,2244200,2242500,2241300,2238600,1700,2700,1217.870875,207
71,18073344,30:41.3,1,2238600,100,31:25.6,44.31795303,1,2244200,2242500,2241300,2238400,1700,2900,1217.870875,207
72,18082568,30:41.7,1,2242500,100,30:42.0,0.316294711,23,2244200,2242500,2244200,2242500,1700,1700,1235.416304,208
73,18082568,30:41.7,1,2242500,100,30:44.4,2.730945124,77,2244200,2242500,2244200,2242500,1700,1700,1235.416304,208
74,18089311,30:42.0,1,2242500,100,30:44.4,2.414425107,23,2244200,2242500,2244200,2242500,1700,1700,1266.069716,209
75,18089311,30:42.0,1,2242500,100,30:44.4,2.417410907,77,2244200,2242500,2244200,2242500,1700,1700,1266.069716,209
76,18148394,30:44.4,1,2242500,31,30:44.4,0.002733389,23,2244200,2242500,2244200,2242500,1700,1700,1291.697191,210
77,18148394,30:44.4,1,2242500,31,30:44.4,0.002847976,8,2244200,2242500,2244200,2241800,1700,2400,1291.697191,210
78,18172812,30:45.3,1,2241300,16,30:45.5,0.255942615,16,2244200,2241300,2241900,2240000,2900,1900,1320.447303,211
79,18178733,30:45.5,-1,2241900,200,30:45.5,0.000680976,200,2241900,2241300,2244200,2240000,600,4200,1320.447303,212
80,18433707,30:56.5,1,2238400,22,31:43.7,47.22065889,22,2243500,2238600,2240000,2238400,4900,1600,1312.703618,311
81,18877451,31:11.8,1,2238700,1,31:13.6,1.811889085,1,2241300,2238700,2241300,2238600,2600,2700,1312.703618,323
82,18930320,31:13.8,1,2239800,100,31:13.8,0.000112505,65,2241300,2239800,2241300,2239800,1500,1500,1334.735456,324
83,18930320,31:13.8,1,2239800,100,31:13.8,0.000114289,35,2241300,2239800,2241300,2238600,1500,2700,1334.735456,324
84,18966278,31:15.4,1,2240200,100,31:15.4,0.0003832,100,2241300,2240200,2241300,2238600,1100,2700,1324.19551,326
85,18992920,31:16.8,-1,2240200,1,31:20.6,3.815585654,1,2240200,2238600,2241200,2238600,1600,2600,1316.746393,328
86,19183169,31:24.3,-1,2241900,300,32:14.3,50.0180196,100,2241200,2238600,2241900,2241700,2600,200,1309.419951,330
87,19183169,31:24.3,-1,2241900,300,32:14.3,50.01808902,187,2241200,2238600,2241900,2241700,2600,200,1309.419951,330
88,19183169,31:24.3,-1,2241900,300,32:14.3,50.01813149,13,2241200,2238600,2243600,2241700,2600,1900,1309.419951,330
89,19233799,31:26.0,1,2236100,11,31:49.9,23.88936885,11,2241300,2238400,2239100,2236000,2900,3100,1319.540602,332
90,19300526,31:28.7,1,2238400,100,31:43.7,14.94298802,33,2241900,2238400,2240000,2238400,3500,1600,1319.540602,333
91,19300526,31:28.7,1,2238400,100,31:43.7,14.94310414,67,2241900,2238400,2240000,2236500,3500,3500,1319.540602,333
92,19314473,31:29.5,-1,2240500,100,31:37.2,7.707206068,100,2240500,2238400,2240500,2238400,2100,2100,1319.540602,334
93,19314520,31:29.5,-1,2240500,100,31:37.2,7.703924323,96,2240500,2238400,2240500,2238400,2100,2100,1319.540602,335
94,19314520,31:29.5,-1,2240500,100,31:37.2,7.704004555,4,2240500,2238400,2241000,2238400,2100,2600,1319.540602,335
95,19628333,31:43.9,1,2238000,100,31:47.0,3.128947622,100,2240000,2238000,2240000,2236500,2000,3500,1332.969799,342
96,19791130,31:49.7,1,2236600,100,31:49.7,0.001624076,100,2239500,2236600,2239500,2236500,2900,3000,1351.062225,355
97,19808492,31:50.0,1,2237700,100,31:50.0,0.000122833,100,2238900,2237700,2238900,2235000,1200,3900,1567.614829,361
98,19822943,31:50.3,-1,2236000,1,31:50.3,9.63E-05,1,2236000,2235000,2238200,2235000,1000,3200,1581.557842,363
99,19823062,31:50.3,-1,2238100,1,32:04.0,13.63996578,1,2238100,2235000,2238200,2235000,3100,3200,1631.695608,364
100,19846261,31:51.2,1,2237300,100,31:51.2,0.000113773,39,2238100,2237300,2238100,2237300,800,800,1631.695608,365
101,19846261,31:51.2,1,2237300,100,31:51.2,0.000115985,61,2238100,2237300,2238100,2235000,800,3100,1631.695608,365
102,19859519,31:52.0,-1,2238600,2,32:04.0,12.03663163,2,2238100,2235000,2241900,2235000,3100,6900,1666.782309,380
103,19879921,31:53.0,-1,2236700,1,31:57.5,4.494476111,1,2236700,2235000,2238100,2235000,1700,3100,1666.782309,386
104,19959875,31:57.5,-1,2238200,10,32:04.0,6.466706619,10,2238100,2235000,2238600,2235000,3100,3600,1693.991494,395
105,19985448,31:58.7,-1,2237000,99,32:00.5,1.835712104,36,2237000,2235000,2237000,2235000,2000,2000,1693.991494,396
106,19985448,31:58.7,-1,2237000,99,32:02.0,3.335475884,49,2237000,2235000,2237000,2235000,2000,2000,1693.991494,396
107,19985448,31:58.7,-1,2237000,99,32:02.0,3.33558744,14,2237000,2235000,2238100,2235000,2000,3100,1693.991494,396
108,20119251,32:04.2,1,2232500,10,05:44.3,2020.043132,10,2241900,2235000,2233000,2232500,6900,500,1749.399638,400
109,20164379,32:06.3,-1,2238900,100,32:09.0,2.706550894,100,2238900,2235000,2241900,2235000,3900,6900,1749.399638,401
110,20343976,32:14.3,1,2241700,200,32:14.3,0.000197367,200,2241900,2241700,2241900,2241700,200,200,1744.261047,407
111,20344274,32:14.3,-1,2242800,1,32:14.4,0.095765337,1,2242800,2241700,2243600,2241700,1100,1900,1748.094831,413
112,20355014,32:14.8,-1,2242500,50,34:04.1,109.2144925,50,2242500,2240300,2242900,2242000,2200,900,1759.647425,420
113,20436930,32:18.6,1,2241900,51,32:18.6,0.000107149,51,2242500,2241900,2242500,2239400,600,3100,1759.647425,424
114,20436945,32:18.6,1,2241800,100,32:18.6,0.008677793,100,2242500,2241800,2242500,2236100,700,6400,1760.267801,425
115,20583033,32:25.3,1,2240500,100,32:25.9,0.611462248,1,2242500,2240500,2242500,2240500,2000,2000,1759.846603,440
116,20583033,32:25.3,1,2240500,100,32:26.2,0.850254852,1,2242500,2240500,2242500,2240500,2000,2000,1759.846603,440
117,20583033,32:25.3,1,2240500,100,32:26.3,1.041336642,98,2242500,2240500,2242500,2235200,2000,7300,1759.846603,440
118,20652047,32:27.6,-1,2242000,200,34:04.1,96.48908626,55,2242000,2239000,2242000,2240000,3000,2000,1738.126657,445
119,20652047,32:27.6,-1,2242000,200,34:04.1,96.48985455,100,2242000,2239000,2242000,2240000,3000,2000,1738.126657,445
120,20652047,32:27.6,-1,2242000,200,34:04.1,96.48995886,45,2242000,2239000,2242000,2240000,3000,2000,1738.126657,445
121,20652049,32:27.6,1,2237900,100,32:28.6,1.025252805,100,2242000,2237900,2241900,2235200,4100,6700,1738.126657,446
122,20687888,32:28.8,1,2238200,100,32:28.8,0.000374166,100,2241900,2238200,2241900,2235000,3700,6900,1742.556255,450
123,20812077,32:32.7,-1,2240000,200,33:51.3,78.57301736,40,2240000,2235000,2240000,2236500,5000,3500,1743.758929,456
124,20812077,32:32.7,-1,2240000,200,33:53.0,80.26197372,160,2240000,2235000,2241800,2236500,5000,5300,1743.758929,456
125,20897618,32:37.3,1,2238300,100,32:37.3,0.00011896,2,2239900,2238300,2239900,2238300,1600,1600,1743.758929,459
126,20897618,32:37.3,1,2238300,100,32:37.3,0.000371825,98,2239900,2238300,2239900,2235000,1600,4900,1743.758929,459
127,20905801,32:37.9,-1,2238400,2,32:47.4,9.45314537,2,2238400,2235000,2238900,2235000,3400,3900,1743.969769,462
128,20905802,32:37.9,-1,2238300,2,32:47.4,9.453031225,2,2238300,2235000,2238400,2235000,3300,3400,1743.969769,463
129,21283999,32:57.6,-1,2237600,1,32:58.4,0.855568645,1,2237600,2235000,2237600,2235000,2600,2600,1742.916134,483
130,21284027,32:57.6,-1,2237600,1,32:58.4,0.853941269,1,2237600,2235000,2238300,2235000,2600,3300,1742.916134,484
131,21508773,33:09.2,-1,2237700,1,33:15.8,6.685927375,1,2237700,2235000,2237700,2235000,2700,2700,1755.343225,492
132,21559847,33:11.7,-1,2237700,100,33:15.8,4.127451331,100,2237700,2235000,2237700,2235000,2700,2700,1755.343225,493
133,21587203,33:13.1,-1,2237700,100,33:15.8,2.761321104,99,2237700,2235000,2237700,2235000,2700,2700,1755.343225,494
134,21587203,33:13.1,-1,2237700,100,33:15.8,2.761487487,1,2237700,2235000,2239800,2235000,2700,4800,1755.343225,494
135,21616444,33:14.9,-1,2237500,100,33:15.8,0.899283601,100,2237500,2235000,2237500,2235000,2500,2500,1755.343225,495
136,21616642,33:15.0,-1,2237500,1,33:15.8,0.882127347,1,2237500,2235000,2237700,2235000,2500,2700,1755.343225,496
137,21636092,33:15.8,-1,2237700,100,33:15.8,0.000166041,100,2237700,2235000,2239800,2235000,2700,4800,1783.487873,497
138,21636299,33:15.8,-1,2237700,100,33:15.8,0.000206446,96,2237700,2235000,2237700,2235000,2700,2700,1786.649987,498
139,21636299,33:15.8,-1,2237700,100,33:15.8,0.000226898,4,2237700,2235000,2239800,2235000,2700,4800,1786.649987,498
140,21636573,33:15.8,-1,2237700,100,33:15.8,0.000954103,69,2237700,2235000,2237700,2235000,2700,2700,1792.374599,499
141,21636573,33:15.8,-1,2237700,100,33:15.8,0.001127228,31,2237700,2235000,2239800,2235000,2700,4800,1792.374599,499
142,21637454,33:15.8,-1,2237700,100,33:15.9,0.002255623,100,2237700,2235000,2239800,2235000,2700,4800,1797.356083,500
143,21638670,33:15.9,-1,2237700,100,33:15.9,0.021943786,12,2237700,2235000,2237700,2235000,2700,2700,1799.587701,502
144,21638670,33:15.9,-1,2237700,100,33:15.9,0.086824065,88,2237700,2235000,2237700,2235000,2700,2700,1799.587701,502
145,21644399,33:15.9,-1,2237700,100,33:15.9,0.064632204,12,2237700,2235000,2237700,2235000,2700,2700,1801.656226,503
146,21644399,33:15.9,-1,2237700,100,33:16.0,0.149264845,88,2237700,2235000,2237700,2235000,2700,2700,1801.656226,503
147,21650189,33:15.9,-1,2237700,67,33:16.0,0.084301468,67,2237700,2235000,2239500,2235000,2700,4500,1805.330857,504
148,21674864,33:16.8,1,2236000,7,45:36.0,739.2336262,7,2239900,2236000,2236500,2235000,3900,1500,1808.430536,507
149,21806628,33:22.8,-1,2238800,1,33:25.8,3.019152943,1,2238800,2236000,2239900,2236000,2800,3900,1808.430536,513
150,21866410,33:26.5,1,2236500,100,33:36.0,9.447161256,2,2239900,2236500,2238900,2236500,3400,2400,1803.61503,514
151,21866410,33:26.5,1,2236500,100,33:36.0,9.449424534,2,2239900,2236500,2238900,2236500,3400,2400,1803.61503,514
152,21866411,33:26.5,-1,2239600,100,33:39.5,12.9797227,100,2239600,2236500,2239600,2236500,3100,3100,1803.61503,515
153,21866417,33:26.5,-1,2239600,400,33:39.5,12.97926528,145,2239600,2236500,2239600,2236500,3100,3100,1803.61503,516
154,21942984,33:32.0,1,2237600,100,33:34.8,2.753934528,100,2239600,2237600,2238900,2236500,2000,2400,1803.61503,519
155,22091806,33:40.7,-1,2238600,43,33:40.7,0.000122537,43,2238600,2236500,2240000,2236500,2100,3500,1818.617374,528
156,22186797,33:47.8,-1,2239600,1,33:51.3,3.510532629,1,2239600,2236500,2240000,2236500,3100,3500,1814.436165,532
157,22209500,33:49.9,-1,2238600,2,33:51.3,1.380389944,2,2238600,2236500,2239600,2236500,2100,3100,1814.436165,533
158,22338263,33:59.6,-1,2242000,1,34:04.1,4.429205815,1,2242000,2240000,2242500,2240000,2000,2500,1792.848984,545
159,22450352,34:05.7,1,2242000,100,34:59.9,54.16462318,100,2244500,2242000,2243200,2241200,2500,2000,1817.219443,552
160,22497468,34:08.7,1,2238000,10,35:10.0,61.37845367,10,2244500,2242000,2240800,2237300,2500,3500,1817.219443,561
161,22517179,34:09.9,-1,2244500,200,34:09.9,0.001167696,100,2244500,2242000,2244500,2242000,2500,2500,1817.219443,563
162,22517179,34:09.9,-1,2244500,200,34:09.9,0.00404873,100,2244500,2242000,2245000,2242000,2500,3000,1817.219443,563
163,22517293,34:09.9,-1,2244500,125,34:09.9,0.001835717,100,2244500,2242000,2244500,2242000,2500,2500,1883.244673,571
164,22517293,34:09.9,-1,2244500,125,34:09.9,0.002336428,21,2244500,2242000,2244500,2242000,2500,2500,1883.244673,571
165,22517293,34:09.9,-1,2244500,125,34:10.0,0.099256409,4,2244500,2242000,2245000,2242000,2500,3000,1883.244673,571
166,22519873,34:10.0,1,2244900,100,34:10.0,0.020626266,100,2247500,2244900,2247500,2242000,2600,5500,1972.003021,572
167,22522589,34:10.2,1,2244900,100,34:10.2,0.000366469,100,2247500,2244900,2247500,2242000,2600,5500,2005.09288,573
168,22524875,34:10.4,1,2244900,100,34:11.0,0.583088209,100,2247500,2244900,2246900,2242000,2600,4900,2036.789095,574
169,22527537,34:10.7,-1,2246900,5,34:30.5,19.78353274,5,2246900,2244900,2246900,2245700,2000,1200,2036.789095,575
170,22534667,34:11.3,1,2244900,100,34:14.8,3.412710446,100,2246900,2244900,2246800,2242000,2000,4800,2067.179355,579
171,22534671,34:11.3,1,2245800,100,34:13.7,2.318188021,100,2246900,2245800,2246900,2244900,1100,2000,2067.179355,580
172,22545486,34:12.0,1,2241200,400,35:00.1,48.1097016,1,2246900,2245800,2243200,2241200,1100,2000,2067.179355,581
173,22545486,34:12.0,1,2241200,400,35:00.1,48.11101372,1,2246900,2245800,2243200,2241200,1100,2000,2067.179355,581
174,22545486,34:12.0,1,2241200,400,35:03.0,50.99664898,300,2246900,2245800,2242500,2241200,1100,1300,2067.179355,581
175,22545486,34:12.0,1,2241200,400,35:04.7,52.6644439,2,2246900,2245800,2242500,2241200,1100,1300,2067.179355,581
176,22545486,34:12.0,1,2241200,400,35:07.0,54.98922708,96,2246900,2245800,2242300,2241200,1100,1100,2067.179355,581
177,22591862,34:15.4,1,2244600,100,34:15.4,0.000115099,100,2246800,2244600,2246800,2242000,2200,4800,2137.869802,584
178,22672038,34:20.3,-1,2245900,1,34:22.9,2.565191282,1,2245900,2242000,2246400,2242000,3900,4400,2160.577196,590
179,22702485,34:23.1,1,2239100,30,35:10.0,46.9475256,30,2246400,2242000,2240800,2238000,4400,2800,2200.645414,592
180,22771332,34:28.0,-1,2246900,300,34:30.5,2.491160126,19,2246900,2242000,2246900,2245700,4900,1200,2200.645414,598
181,22771332,34:28.0,-1,2246900,300,34:32.2,4.197701073,200,2246900,2242000,2246900,2245700,4900,1200,2200.645414,598
182,22771332,34:28.0,-1,2246900,300,34:32.2,4.204537732,81,2246900,2242000,2247500,2245700,4900,1800,2200.645414,598
183,22783957,34:29.1,-1,2246500,1,34:30.5,1.370795187,1,2246500,2242000,2246900,2245700,4500,1200,2200.645414,602
184,22786334,34:29.4,1,2245700,100,34:42.4,13.01825013,100,2246500,2245700,2247300,2242000,800,5300,2200.645414,603
185,22832361,34:32.9,1,2247500,100,34:32.9,9.04E-05,100,2247900,2247500,2247900,2245700,400,2200,2444.657085,609
186,22899420,34:38.2,1,2245900,100,34:42.0,3.82924884,16,2247300,2245900,2247300,2245900,1400,1400,2497.949265,618
187,22899420,34:38.2,1,2245900,100,34:42.4,4.168835144,84,2247300,2245900,2247300,2245700,1400,1600,2497.949265,618
188,23027906,34:47.0,-1,2244600,1,34:47.0,0.000118373,1,2244600,2243900,2246500,2244000,700,2500,2577.058576,663
189,23027909,34:47.0,-1,2244500,2,34:47.0,1.11E-05,2,2244500,2244000,2244600,2244000,500,600,2577.058576,665
190,23052675,34:48.0,1,2243900,100,34:49.3,1.240917971,100,2245700,2243900,2245700,2242000,1800,3700,2599.405143,674
191,23092756,34:50.2,1,2243700,100,34:50.2,0.000106726,3,2244500,2243700,2244400,2243700,800,700,2604.842483,704
192,23092756,34:50.2,1,2243700,100,34:50.2,0.000186675,97,2244500,2243700,2244400,2242000,800,2400,2604.842483,704
193,23308991,35:03.0,1,2241200,300,35:07.0,3.992352168,300,2242500,2241200,2242300,2239100,1300,3200,2588.034752,759
194,23516726,35:12.2,-1,2240200,100,35:19.6,7.3549484,83,2240000,2237300,2240200,2238600,2700,1600,2564.012035,823
195,23516726,35:12.2,-1,2240200,100,35:19.6,7.35496215,17,2240000,2237300,2242600,2238600,2700,4000,2564.012035,823
196,23543728,35:12.7,-1,2239600,4,35:14.5,1.768878799,4,2239600,2237300,2239600,2237300,2300,2300,2564.012035,825
197,23543736,35:12.7,-1,2239600,77,35:14.5,1.76867609,77,2239600,2237300,2240000,2237300,2300,2700,2564.012035,827
198,23552250,35:12.9,-1,2240000,1,35:19.6,6.721072072,1,2239600,2237300,2240200,2238600,2300,1600,2564.012035,828
199,23849760,35:30.4,1,2238800,75,36:05.5,35.16904377,75,2242500,2241000,2239900,2236700,1500,3200,2533.321139,856
200,23907873,35:34.5,1,2240000,30,35:38.7,4.218248389,30,2242400,2241000,2241300,2238800,1400,2500,2533.321139,859
201,23917882,35:35.4,1,2241500,100,35:35.4,0.030501327,100,2243300,2241500,2243500,2240000,1800,3500,2533.321139,864
202,23955825,35:38.7,-1,2239400,100,35:38.7,9.97E-05,100,2239400,2238800,2241300,2238800,600,2500,2521.810319,878
203,23990042,35:40.7,-1,2242500,100,39:29.2,228.5304353,100,2241300,2238800,2243000,2239400,2500,3600,2516.684327,901
204,24081270,35:47.3,-1,2241500,100,36:26.9,39.61479405,100,2241300,2238800,2241500,2238600,2500,2900,2516.684327,909
205,24104731,35:48.2,1,2238900,100,35:53.3,5.053771059,100,2241300,2238900,2240000,2238800,2400,1200,2516.684327,912
206,24139782,35:50.3,-1,2240000,100,35:50.6,0.281035213,30,2240000,2238900,2240000,2238900,1100,1100,2516.684327,915
207,24139782,35:50.3,-1,2240000,100,36:00.0,9.686943074,70,2240000,2238900,2241300,2238800,1100,2500,2516.684327,915
208,24349254,36:04.7,-1,2240400,64,36:26.9,22.19494018,64,2240400,2238800,2241500,2238600,1600,2900,2500.95131,930
209,24365588,36:05.5,-1,2239900,100,36:25.1,19.57148921,100,2239900,2238800,2240400,2239600,1100,800,2500.95131,931
210,24368440,36:05.6,1,2238500,100,36:06.0,0.405097965,100,2239900,2238500,2239900,2236700,1400,3200,2497.56297,932
211,24487326,36:12.7,1,2238200,100,36:16.2,3.543233772,100,2239900,2238200,2239900,2236000,1700,3900,2495.238345,936
212,24760732,36:25.1,-1,2239900,80,36:25.1,0.001450257,80,2239900,2239600,2240400,2239600,300,800,2488.382679,958
213,24802400,36:26.2,-1,2241500,200,36:26.9,0.74293749,100,2240400,2239600,2241500,2238600,800,2900,2482.680949,964
214,24804599,36:26.3,1,2238600,200,38:31.7,125.3440084,10,2240400,2238600,2241000,2238600,1800,2400,2482.680949,966
